bulk modulus samples [N/mm^2],shear modulus samples [N/mm^2]
145681.57807525,73642.86290845
136251.717700019,72269.0921124477
139904.921018396,76098.2889172325
136076.713333257,73439.2425499798
118456.789693881,74699.3293337339
127450.331811102,71965.8247459209
122606.028291422,72962.9090906257
118098.741588909,72139.6807078368
120734.007474031,72619.9906780327
137966.23635608,73647.7964524351
119515.305323326,75373.2523273975
117644.112409613,71749.1499884426
114530.738261264,71062.6567094361
118467.533561018,75258.3825433978
117529.836413647,72225.4705128178
132184.321573679,72886.6073434219
127874.017654341,75826.9249682115
114374.966517366,71854.3236979474
124505.647025229,72223.8419184454
139149.604944398,73919.6027619413
112266.973039542,73773.0001824858
141887.496908889,73439.6405081496
128818.031156898,72437.1788106728
117953.726820464,74697.8065944849
130424.704356495,72779.8714249099
146603.524495896,71953.5284146025
129785.738400858,72994.2296131712
144560.936460061,77529.3597901828
128223.779480775,72900.092189013
148812.196370402,71529.6360625701
138903.981404541,78555.0690736739
129594.900888412,71624.703064047
141539.926813194,77131.0952263304
130237.761135565,73484.0860586957
107768.067444007,72682.1773407847
117093.639689858,73409.8437032379
129873.302852354,70279.1721805478
111522.949230562,72379.3854427073
132388.180058986,75165.0853333789
155562.910170793,72549.2745512887
126938.946941266,75195.8258543794
137647.384487666,76906.619081245
122130.495186345,71713.3969753519
126895.346168031,73732.1694262384
147244.236282698,73762.0462053502
118621.841853285,73621.6147041379
163110.694504437,72120.8891247798
146866.980152412,72731.9016571225
121859.962375351,74039.0092499768
134719.200483028,76350.667178127
126944.092015389,73387.7797180021
126742.940274859,72290.8683728738
127409.491439258,71462.9799440147
140916.968302233,74574.2513938645
138938.562206943,71124.1204020428
124465.439654306,74403.7655595838
147477.861330085,71838.5405830204
118248.23377342,73082.5134429877
133116.372420343,73584.643832202
131829.134758674,73570.84492742
133430.951320195,73844.8076831529
133510.259226772,74167.6000231973
121816.203112452,73333.3782486963
130033.723989559,71265.3292615316
142571.19947904,75609.3564690996
131515.446295575,74212.9028589697
166825.600207618,74687.8653182608
139026.108406527,77092.8412560825
135699.058311424,72617.2560016451
127476.20275765,76172.8804388109
128548.627095324,72221.2723016826
125546.770882352,73338.7328716933
133862.986495393,73797.274281329
119681.046112633,69994.4030063788
140659.865555534,74809.5067582398
123026.89151276,71973.9705951918
147111.677842277,74543.4359968662
121677.692142465,72154.6106652266
126744.685673458,75611.4826999634
145174.586744158,72293.1194206945
124665.986200774,74582.6548643319
134410.275115567,76236.7279795187
118295.403654394,74953.2857362162
139020.046189139,77493.2704038501
121767.13669842,75435.1919681383
137780.194482353,72809.9549178845
122049.718341409,74489.226825168
144123.726623495,73771.0573758742
144132.30433095,75775.3358913315
157013.996996309,73741.4368993131
150402.395182853,75594.409728456
134767.417419096,73848.3594119452
129556.103267949,74101.3649073757
140669.53403977,77359.7744441612
111476.159115753,75900.2204553864
132315.010084893,72559.9383212583
145934.578716808,75807.1674290799
120736.063203133,74678.0968332957
129067.242846505,73464.7869720962
140293.985325987,75600.2899305548
143152.827151408,73755.9456039482
136251.717700019,72269.0921124477
130162.013913703,74821.6710925629
136076.713333257,73439.2425499798
118456.789693881,74699.3293337339
127168.758852808,72861.9828776015
122606.028291422,72962.9090906257
118098.741588909,72139.6807078368
132729.952716099,73466.559757292
130577.591976899,72924.205131478
119515.305323326,75373.2523273975
117644.112409613,71749.1499884426
114530.738261264,71062.6567094361
121136.312627122,74775.0868405367
117529.836413647,72225.4705128178
132184.321573679,72886.6073434219
148540.031246244,77076.0107437474
114374.966517366,71854.3236979474
135988.050330156,72724.8002019964
143585.923923784,74232.6794222539
112266.973039542,73773.0001824858
149900.100069124,73756.0395108191
128818.031156898,72437.1788106728
110426.928468632,75209.5777837218
127749.563964641,71273.2355943499
146603.524495896,71953.5284146025
129185.699416114,72493.7004050291
145096.936192807,76772.9133760906
127312.88293583,73247.2338913309
148812.196370402,71529.6360625701
138903.981404541,78555.0690736739
129594.900888412,71624.703064047
135822.72500516,75286.2552193939
120641.737361383,71464.7254835092
113827.54473558,73696.8281265761
117093.639689858,73409.8437032379
124874.37666583,72125.2291314782
111371.351636109,72639.6921902776
132388.180058986,75165.0853333789
155562.910170793,72549.2745512887
131576.2689124,74984.576460256
137647.384487666,76906.619081245
144967.052293198,71298.4309187751
126895.346168031,73732.1694262384
147244.236282698,73762.0462053502
133206.32959779,72935.8338397296
163973.486224456,72129.6366832603
146866.980152412,72731.9016571225
121859.962375351,74039.0092499768
134719.200483028,76350.667178127
138198.069973878,70904.2572979762
126742.940274859,72290.8683728738
127409.491439258,71462.9799440147
138006.421716406,74416.2377071038
138938.562206943,71124.1204020428
123157.645591504,72896.8997178102
153461.06069819,71442.9817479446
117966.343417626,73162.4300516362
134562.73960781,73513.6034859012
131829.134758674,73570.84492742
133431.918161318,73844.916903237
133510.259226772,74167.6000231973
119129.495836805,72247.851407099
129246.15560977,71583.3450411656
142571.19947904,75609.3564690996
136707.497926828,74013.427144975
166825.600207618,74687.8653182608
139026.108406527,77092.8412560825
135699.058311424,72617.2560016451
127476.20275765,76172.8804388109
143332.582008863,72400.776249878
125546.770882352,73338.7328716933
133862.986495393,73797.274281329
119681.046112633,69994.4030063788
140659.865555534,74809.5067582398
126603.267759808,72737.548966131
147111.677842277,74543.4359968662
121776.110993033,72234.5778018412
126744.685673458,75611.4826999634
145174.586744158,72293.1194206945
107464.030386891,71662.6580447407
134410.275115567,76236.7279795187
118012.269436752,73944.4418515218
139020.046189139,77493.2704038501
121522.962077714,75255.8997855408
125844.689862284,73976.9664935496
122049.718341409,74489.226825168
144123.726623495,73771.0573758742
144132.30433095,75775.3358913315
157013.996996309,73741.4368993131
150402.395182853,75594.409728456
137865.454707418,75180.2005460117
125600.558387845,74363.0883430122
136841.440880627,77015.3928224652
111476.159115753,75900.2204553864
132315.010084893,72559.9383212583
146693.161390791,76660.1127438226
120733.62112036,74675.7834942062
136225.448019858,74020.8039278723
144853.752218749,75552.8327328023
143152.827151408,73755.9456039482
133240.927848625,72726.1925601907
130551.372659442,77016.5906345918
135499.509579742,73532.5951966016
118456.789693881,74699.3293337339
127380.945399089,72281.5630567721
126272.127649915,73607.367985062
118098.741588909,72139.6807078368
132729.952716099,73466.559757292
130577.591976899,72924.205131478
119515.305323326,75373.2523273975
127484.288240707,73038.0318983065
114530.738261264,71062.6567094361
125486.448620422,73922.2800498862
126596.726491633,72654.1819069958
139780.630767411,73881.9453458653
148540.031246244,77076.0107437474
114374.966517366,71854.3236979474
135988.050330156,72724.8002019964
143585.923923784,74232.6794222539
113503.561642304,70446.6850204707
134158.297048563,72151.0632912288
112142.661410891,71665.8278310268
110426.928468632,75209.5777837218
127749.563964641,71273.2355943499
138438.209194401,73260.7058873947
123807.574842862,73442.1992463759
138878.049999019,75950.3605001803
127312.88293583,73247.2338913309
148812.196370402,71529.6360625701
138903.981404541,78555.0690736739
124289.520009206,72282.4582529204
137896.030296145,75618.6065277478
123603.448223886,72492.6625816542
122784.765333699,73858.1184385524
117093.639689858,73409.8437032379
124874.37666583,72125.2291314782
111371.351636109,72639.6921902776
132388.180058986,75165.0853333789
156842.068368349,72530.8174060008
131576.2689124,74984.576460256
137647.384487666,76906.619081245
138120.575828417,72251.6410957362
124508.29397221,75022.9267358407
147244.236282698,73762.0462053502
130440.746604763,71319.2270295431
163973.486224456,72129.6366832603
146866.980152412,72731.9016571225
121859.962375351,74039.0092499768
127960.799143179,72790.5685722855
138198.069973878,70904.2572979762
126742.940274859,72290.8683728738
127409.491439258,71462.9799440147
128005.167874554,74540.9997683669
138938.562206943,71124.1204020428
123157.645591504,72896.8997178102
153461.06069819,71442.9817479446
117966.343417626,73162.4300516362
142201.878161461,76287.0970880197
137775.525638197,74404.9284911743
133431.918161318,73844.916903237
131491.64478203,74055.9706900941
117615.388022283,73031.9438033143
112693.574858627,72839.0155323089
145914.035260385,75862.8137033025
135944.389624068,74073.7855827229
171959.131447708,74664.000131958
135238.943554717,76091.4385052786
136069.824309093,72383.6811553754
127476.20275765,76172.8804388109
143332.582008863,72400.776249878
125546.770882352,73338.7328716933
133862.986495393,73797.274281329
119329.8475313,71344.0903971388
138729.996444925,75116.5158634931
126603.267759808,72737.548966131
147111.677842277,74543.4359968662
132660.33749164,72887.3668031582
126744.685673458,75611.4826999634
142962.039192914,72274.8208293573
114878.474594147,72469.9681719644
124775.503366285,76174.4436381882
112560.651297374,73562.3085504319
139020.046189139,77493.2704038501
121522.962077714,75255.8997855408
125844.689862284,73976.9664935496
126902.289525215,74323.0268837256
144123.726623495,73771.0573758742
143801.409530179,74379.0709511001
151655.562937526,73752.740513663
135936.452379172,73857.9097446013
137865.454707418,75180.2005460117
126694.057874127,72790.8484056978
137189.18081609,76554.8170108422
119547.993855355,73824.9444437197
134287.175472259,72455.7664769095
154651.743015986,76978.43091337
120956.610027426,74890.4129608626
136188.930666135,73636.6504394538
144853.752218749,75552.8327328023
142744.201744885,73928.6365333561
131623.410762912,72570.8936589989
130551.372659442,77016.5906345918
134068.236496055,75899.184333609
110756.872972185,74164.6335474258
130980.798398813,72601.8181279473
130972.427893658,73702.9075148444
118098.741588909,72139.6807078368
137173.85375872,73856.896063051
130577.591976899,72924.205131478
118369.182623008,75799.4452538874
127484.288240707,73038.0318983065
114530.738261264,71062.6567094361
125486.448620422,73922.2800498862
123826.655378325,72220.3524342617
139780.630767411,73881.9453458653
148540.031246244,77076.0107437474
114374.966517366,71854.3236979474
138614.679788029,73062.5877213534
143585.923923784,74232.6794222539
113503.561642304,70446.6850204707
134158.297048563,72151.0632912288
112142.661410891,71665.8278310268
110426.928468632,75209.5777837218
127749.563964641,71273.2355943499
138438.209194401,73260.7058873947
123807.574842862,73442.1992463759
143643.503266498,74703.8774369339
127312.88293583,73247.2338913309
148812.196370402,71529.6360625701
138903.981404541,78555.0690736739
125836.402836867,72442.1768912906
135643.668111652,75141.039431548
123603.448223886,72492.6625816542
124378.194539581,73548.4101314269
117093.639689858,73409.8437032379
124874.37666583,72125.2291314782
111371.351636109,72639.6921902776
132388.180058986,75165.0853333789
156842.068368349,72530.8174060008
142532.167686728,75824.7128452084
137647.384487666,76906.619081245
138120.575828417,72251.6410957362
124508.29397221,75022.9267358407
147244.236282698,73762.0462053502
132253.612968329,71350.2083255097
163973.486224456,72129.6366832603
146866.980152412,72731.9016571225
122349.19871684,73760.6059750544
127960.799143179,72790.5685722855
138198.069973878,70904.2572979762
126742.940274859,72290.8683728738
127409.491439258,71462.9799440147
124582.21635305,74160.5162011554
138938.562206943,71124.1204020428
123157.645591504,72896.8997178102
151128.460476899,71663.5629167153
117966.343417626,73162.4300516362
142201.878161461,76287.0970880197
137775.525638197,74404.9284911743
133431.918161318,73844.916903237
135188.848450946,74359.84386076
129212.597084767,73317.7176585452
112693.574858627,72839.0155323089
145393.686601426,75758.4990566268
135944.389624068,74073.7855827229
171959.131447708,74664.000131958
135238.943554717,76091.4385052786
136069.824309093,72383.6811553754
126171.21055117,76551.1005387834
140683.818972808,73968.5475774975
125593.933739295,73331.4132381791
133900.94494811,73802.1011107834
119329.8475313,71344.0903971388
125556.245672912,72677.8364323811
127807.432503786,73164.0269319759
147111.677842277,74543.4359968662
139489.61927956,73677.9956161059
126849.137765357,74757.5574701852
142962.039192914,72274.8208293573
114878.474594147,72469.9681719644
118448.476680111,76224.635131765
122523.625345158,73003.6713060492
139020.046189139,77493.2704038501
121522.962077714,75255.8997855408
125844.689862284,73976.9664935496
127621.773871013,74254.367716901
135174.622432375,73670.1488067884
144419.592579991,74411.6528650072
147502.667380159,73292.1631186777
136488.850959203,74327.5349159879
137865.454707418,75180.2005460117
114431.422121016,73338.0246784844
137189.18081609,76554.8170108422
118428.780447708,74244.6740440041
134818.604385427,72395.4580419455
